-0.97954 0 0 0 0 0 0 
-0.93954 0 0 0 0 0 0 
-0.89954 0 0.780247 0 0 0 0 
-0.85954 0 0 0 0 0.142929 0 
-0.81954 0.272463 0.269899 0 0.23921 0.118883 0 
-0.77954 0 0.448985 0 0.0994833 0.296648 0 
-0.73954 0.188498 0.186725 0 0.165493 0.246741 0 
-0.69954 0 0 0 0.137651 0.06841 0 
-0.65954 0 0.129182 0 0.114493 0.113802 0 
-0.61954 0.108469 0.107449 0 0.142847 0.0946563 0 
-0.57954 0.180442 0.268116 0 0.118815 0.196829 0 
-0.53954 0.375213 0 0 0.065884 0.163715 0 
-0.49954 0.312088 0.247322 0 0.1644 0.0817035 0 
-0.45954 0.207667 0.30857 0 0.0455806 0.0226527 0 
-0.41954 0.302277 0.256657 0 0.0379123 0.0942084 0 
-0.37954 0.323258 0.284637 0 0.126136 0.0313437 0 
-0.33954 0.29875 0.443908 0 0.157373 0.143388 0 
-0.29954 0.273338 0.196921 0 0.119989 0.130107 0 
-0.25954 0.330695 0.429953 0 0.0725839 0.108218 0 
-0.21954 0.343825 0.204354 0 0.143385 0.0600081 0 
-0.17954 0.371776 0.325784 0 0.119262 0.118542 0 
-0.13954 0.297336 0.388791 0 0.151408 0.155683 0 
-0.0995396 0.296776 0.372379 0 0.130278 0.103593 0 
-0.0595396 0.337358 0.285279 0 0.122809 0.0969356 0 
-0.0195396 0.390106 0.345758 0 0.156226 0.128407 0 
0.0204604 0.273243 0.248116 0 0.107453 0.109288 0 
0.0604604 0.260417 0.351774 0 0.160045 0.150814 0 
0.10046 0.27568 0.327704 0 0.13139 0.118568 0 
0.14046 0.330848 0.308266 0 0.153863 0.121489 0 
0.18046 0.343303 0.302287 0 0.162663 0.15217 0 
0.22046 0.30821 0.282861 0 0.133308 0.139424 0 
0.26046 0.258243 0.274485 0 0.156391 0.137352 0 
0.30046 0.283783 0.282666 0 0.137651 0.13682 0 
0.34046 0.281683 0.293243 0 0.146551 0.128596 0 
0.38046 0.263581 0.283665 0 0.1338 0.137725 0 
0.42046 0.271565 0.266329 0 0.136241 0.147228 0 
0.46046 0.248391 0.278018 0 0.144615 0.136866 0 
0.50046 0.234066 0.261543 0 0.133438 0.132904 0 
0.54046 0.272341 0.251621 0 0.133346 0.132084 0 
0.58046 0.243499 0.274162 0 0.123117 0.135478 0 
0.62046 0.273889 0.243853 0 0.128767 0.128892 0 
0.66046 0.250147 0.247793 0 0.12601 0.137286 0 
0.70046 0.240254 0.234973 0 0.122424 0.132331 0 
0.74046 0.228447 0.237059 0 0.12767 0.124191 0 
0.78046 0.232454 0.23908 0 0.127616 0.123339 0 
0.82046 0.234177 0.230646 0 0.117518 0.121607 0 
0.86046 0.230357 0.246013 0 0.120701 0.121741 0 
0.90046 0.243636 0.23558 0 0.122701 0.118892 0 
0.94046 0.22892 0.235614 0 0.124737 0.121522 0 
0.98046 0.228439 0.226519 0 0.118042 0.11854 0 
1.01783 0.237126 0.236416 0 0.113645 0.124546 0 
1.05277 0.216228 0.212425 0 0.118674 0.123385 0 
1.08772 0.237689 0.22836 0 0.120558 0.11989 0 
1.12267 0.224167 0.232526 0 0.113228 0.134008 0 
1.15762 0.2401 0.207064 0 0.120619 0.122115 0 
1.19257 0.188602 0.220338 0 0.120005 0.121442 0 
1.22752 0.208832 0.226867 0 0.114024 0.120696 0 
1.26247 0.239845 0.220732 0 0.114934 0.119426 0 
1.29741 0.227036 0.225644 0 0.11074 0.110585 0 
1.33236 0.224283 0.233913 0 0.1303 0.120562 0 
1.36731 0.23182 0.225967 0 0.109013 0.11532 0 
1.40226 0.203966 0.215653 0 0.117488 0.115693 0 
1.43721 0.216774 0.227342 0 0.120686 0.113754 0 
1.47216 0.218712 0.214556 0 0.113389 0.113821 0 
1.5071 0.202236 0.199733 0 0.113398 0.107457 0 
1.54205 0.211975 0.222876 0 0.111541 0.117697 0 
1.577 0.218683 0.202903 0 0.112199 0.112315 0 
1.61195 0.210158 0.223742 0 0.116565 0.118495 0 
1.6469 0.209616 0.213401 0 0.112261 0.117715 0 
1.68185 0.216503 0.213188 0 0.117242 0.113424 0 
1.73012 0.212146 0.213968 0 0.113661 0.115599 0 
1.79032 0.216028 0.203079 0 0.112537 0.11263 0 
1.85053 0.205591 0.207333 0 0.113441 0.113414 0 
1.91073 0.209089 0.20992 0 0.113416 0.115664 0 
1.97094 0.210946 0.215134 0 0.115743 0.112957 0 
